,user_id,metric,day
2256,2256,2732.0154,6
10358,358,5095.0097352870625,18
16182,6182,5453.794482009137,12
9068,9068,4327.0456,8
7342,7342,4582.1377,2
6503,6503,6181.8898,3
6659,6659,6564.3273,9
19828,9828,6317.1756895960425,18
3944,3944,1921.7652,4
6116,6116,4000.6161,6
17697,7697,8983.283542326899,17
18395,8395,8351.535297181405,15
15149,5149,7546.2003309173515,19
2987,2987,3598.3571,7
14036,4036,10107.981325100838,16
5503,5503,1762.989,3
17352,7352,9878.16048328652,12
33,33,3325.216,3
19119,9119,6374.380499817404,19
18341,8341,10740.026161185217,11
15771,5771,8207.411935847122,11
13661,3661,8254.204737604821,11
5820,5820,2968.3375,0
3411,3411,5406.9289,1
11053,1053,7364.242781365072,13
7391,7391,2666.7035,1
7155,7155,5420.8499,5
13945,3945,6382.354629487727,15
16563,6563,7366.677981941038,13
10498,498,7482.986361855246,18
3150,3150,9973.8712,0
14436,4436,7916.520502240469,16
11174,1174,4217.805291217677,14
4971,4971,2350.859,1
13415,3415,7779.525137606834,15
9384,9384,7566.3317,4
5212,5212,3774.9011,2
9848,9848,6880.1325,8
9449,9449,4998.5564,9
7557,7557,3454.8823,7
15651,5651,4826.118573796372,11
14726,4726,2666.01224142128,16
1246,1246,2764.2479,6
10233,233,8403.915834178903,13
18261,8261,3528.3365674975403,11
1635,1635,1869.5176,5
19265,9265,4767.390186967845,15
9744,9744,2066.715,4
11381,1381,5538.0927516087795,11
2111,2111,1764.6176,1
12789,2789,5170.819999373554,19
8321,8321,3282.4845,1
4171,4171,2643.756,1
14752,4752,6510.842620106666,12
6471,6471,2542.0374,1
3041,3041,5030.8311,1
11326,1326,6626.341661917006,16
334,334,3875.1025,4
19728,9728,9131.008863446501,18
17817,7817,4627.5679146168795,17
17787,7787,7000.80054923681,17
1424,1424,2055.9204,4
16651,6651,6809.3223560504,11
267,267,1906.9197,7
14116,4116,4768.326262597882,16
5071,5071,2733.3012,1
8210,8210,2540.2746,0
14443,4443,6747.637538286406,13
16121,6121,6564.008997936772,11
11883,1883,6412.8577882269565,13
2882,2882,2535.8746,2
998,998,4875.1509,8
9671,9671,1343.5602,1
7976,7976,3180.5416,6
11803,1803,8596.308072325506,13
8746,8746,1650.2429,6
9078,9078,3980.1781,8
9711,9711,1685.9624,1
8054,8054,4412.2297,4
8942,8942,5231.7936,2
13281,3281,7076.01341575945,11
12317,2317,6017.08429285028,17
6773,6773,2200.8458,3
16334,6334,4054.1258823775233,14
12643,2643,4842.161347146384,13
2747,2747,8800.5963,7
12984,2984,4592.1223855354465,14
1466,1466,3319.2605,6
117,117,1887.6921,7
14417,4417,5095.580388059793,17
11176,1176,7198.110694449679,16
5176,5176,3761.6896,6
11751,1751,3908.156150441968,11
13528,3528,7651.793528194713,18
5,5,2917.9581,5
13080,3080,8479.421027152148,10
2485,2485,4385.5902,5
5344,5344,3867.5603,4
17063,7063,5755.991552663349,13
14608,4608,7683.452580412827,18
18262,8262,6016.4979714327255,12
19453,9453,4560.6340182025815,13
11118,1118,14098.703236990572,18
19408,9408,5640.999768162168,18
12515,2515,5033.581728130554,15
19414,9414,5482.1392936434995,14
5089,5089,1568.0459,9
84,84,4481.0873,4
15617,5617,2381.115953440625,17
12770,2770,7781.173561604533,10
19,19,1736.3101,9
14299,4299,3397.9965086333473,19
2026,2026,4245.0776,6
2290,2290,1835.2181,0
10373,373,9267.56422257279,13
1209,1209,7550.0388,9
9375,9375,3703.2941,5
10089,89,12590.79526178803,19
765,765,4173.1313,5
19672,9672,5976.1980446687785,12
19420,9420,10810.861258330655,10
11453,1453,4733.349020902428,13
12178,2178,8560.453792806655,18
18640,8640,8072.483965186842,10
18762,8762,5905.95663807711,12
16351,6351,8500.099358005284,11
6418,6418,7693.9398,8
18591,8591,7567.9038404681205,11
18733,8733,4687.673512593515,13
1785,1785,6075.0614,5
17925,7925,10513.362358736344,15
7730,7730,3906.6732,0
9100,9100,2612.4547,0
17231,7231,4077.1676983734624,11
4155,4155,4568.1025,5
12086,2086,5088.779835903294,16
7625,7625,4911.607,5
12173,2173,12661.069702547538,13
16636,6636,7253.474348084134,16
4218,4218,2982.9179,8
1061,1061,3443.3274,1
10542,542,5709.115332620212,12
13204,3204,11678.13504387774,14
4046,4046,3319.4841,6
16353,6353,5890.042488621137,13
8150,8150,2336.1004,0
2981,2981,3805.2382,1
4574,4574,1559.5929999999998,4
6049,6049,2818.8306,9
136,136,1775.4968,6
1160,1160,1730.955,0
5575,5575,4785.6359999999995,5
9455,9455,2326.9817,5
11502,1502,5340.438633007077,12
5869,5869,3112.1816,9
17583,7583,8214.581822026066,13
9665,9665,2877.735,5
2514,2514,1757.6613,4
17750,7750,9350.419717610075,10
10816,816,7275.180498423439,16
5144,5144,4943.5503,4
18249,8249,6455.807683011187,19
16938,6938,8554.797803776763,18
18338,8338,5653.652821373385,18
531,531,2452.0521,1
17688,7688,8132.825860174685,18
14899,4899,6820.858206459991,19
11097,1097,7507.3446283579915,17
7464,7464,3685.5085,4
14034,4034,6781.857143429016,14
188,188,3169.157,8
2072,2072,3291.7265,2
8884,8884,2873.6118,4
16677,6677,5952.499298954561,17
18862,8862,8104.02387229588,12
15463,5463,7331.895856354527,13
12915,2915,4827.674460972276,15
17262,7262,5620.682918567962,12
11416,1416,8286.595583938579,16
10253,253,5680.395101449474,13
326,326,1517.7552,6
8582,8582,4199.5549,2
4448,4448,1824.5094,8
18085,8085,8223.98290660384,15
14158,4158,7818.115290374036,18
19243,9243,4744.079541906632,13
9491,9491,3343.3799,1
17395,7395,8647.861758974663,15
3045,3045,2782.3979,5
12716,2716,5221.659108580712,16
8082,8082,1552.6882,2
17933,7933,5402.822854630267,13
16460,6460,6983.847987608195,10
13625,3625,2499.37695083625,15
5718,5718,8754.0452,8
19255,9255,4985.551213990324,15
18879,8879,5741.169397425071,19
19706,9706,7181.397063315197,16
5989,5989,4626.5148,9
17472,7472,6949.7087944520035,12
9800,9800,1604.5659,0
4593,4593,3542.389,3
179,179,6214.1142,9
2260,2260,3080.2139,0
11207,1207,6284.490162955058,17
104,104,1428.4488,4
19941,9941,7660.963867329207,11
19272,9272,6451.771549896564,12
19111,9111,11065.972802606477,11
16380,6380,7505.934311815161,10
12967,2967,9764.353604871689,17
11837,1837,4833.493306217372,17
5775,5775,4156.0328,5
18968,8968,9456.468939682636,18
474,474,6375.2251,4
15231,5231,8388.617489669774,11
18778,8778,5466.902242092621,18
6306,6306,3674.3031,6
5308,5308,4623.0794,8
2730,2730,4721.9682,0
2873,2873,2852.6456,3
14249,4249,4304.931316384895,19
1623,1623,1491.2687,3
1640,1640,1134.4077,0
16091,6091,7457.870762641883,11
1115,1115,3317.0663,5
2159,2159,4795.8225,9
12245,2245,5742.098825719272,15
16804,6804,7020.501112889562,14
11420,1420,7296.3316363264885,10
11261,1261,8150.483659757058,11
16863,6863,4699.874068843941,13
6860,6860,1729.9468,0
6479,6479,8259.5646,9
12791,2791,7427.160601691486,11
19838,9838,6920.581169702066,18
10624,624,6923.339094119812,14
14326,4326,7981.19821646485,16
1437,1437,4723.394,7
11722,1722,11167.846882908318,12
19793,9793,8936.391642481325,13
13414,3414,8195.038216179993,14
844,844,1855.6262,4
12608,2608,8353.693396496154,18
7103,7103,3844.3395,3
9672,9672,2461.0684,2
8604,8604,4232.9025,4
7435,7435,1876.6211,5
19257,9257,4467.696212663729,17
16469,6469,8527.252881148845,19
16389,6389,8519.821270434704,19
1597,1597,3152.4105,7
7365,7365,2059.6003,5
295,295,6368.3036,5
271,271,4841.2531,1
9982,9982,6013.1629,2
3371,3371,1712.9516,1
19525,9525,9525.77101964744,15
5905,5905,2215.112,5
8644,8644,2868.797,4
1185,1185,4660.6279,5
10189,189,7209.559047987536,19
13219,3219,7724.379195407791,19
19437,9437,8795.178301960172,17
9574,9574,3939.0885,4
6666,6666,1695.8693,6
515,515,3105.1422,5
9465,9465,3264.1998,5
10489,489,8644.902917175437,19
570,570,1693.2256,0
15862,5862,6497.927793432164,12
3353,3353,2878.2939,3
8225,8225,1094.2403,5
5747,5747,3361.9949,7
7884,7884,4291.0193,4
18383,8383,6533.180582995844,13
3842,3842,3470.4603,2
13049,3049,7521.402445818662,19
7220,7220,1603.1874,0
4079,4079,3763.1220000000003,9
9201,9201,1612.6968,1
18030,8030,7659.525994635412,10
7735,7735,2621.0081,5
17824,7824,4704.365808310457,14
6893,6893,1206.9905,3
12118,2118,4813.121417224541,18
14941,4941,6427.716520767251,11
14708,4708,8286.238452634572,18
17988,7988,6910.468917843166,18
14996,4996,4053.516359842181,16
14115,4115,7566.058668444626,15
18665,8665,5246.318557466881,15
1670,1670,8192.1533,0
4086,4086,2648.6905,6
5036,5036,1989.0849,6
1331,1331,9647.9107,1
17339,7339,7782.285970530341,19
18385,8385,9798.155507629699,15
75,75,3334.0011,5
7381,7381,4367.1748,1
4399,4399,4478.14,9
18668,8668,8080.250138285159,18
2135,2135,9137.8335,5
15908,5908,10255.484321312366,18
17155,7155,7949.937158535531,15
18827,8827,7089.630570117088,17
2736,2736,8617.5378,6
8317,8317,4183.9431,7
15283,5283,6317.456942828702,13
14647,4647,7017.676929324104,17
9516,9516,5579.7866,6
11471,1471,7594.364017934393,11
2495,2495,3365.5298,5
13314,3314,8497.935493591214,14
14695,4695,7240.203692966791,15
16341,6341,6991.285469209947,11
9855,9855,4569.1582,5
19372,9372,6927.526748450718,12
19337,9337,7967.642879924806,17
15240,5240,10551.844148536558,10
3303,3303,4503.045999999999,3
16384,6384,6505.767607033833,14
13609,3609,7641.71234059034,19
12588,2588,9758.158712887387,18
5221,5221,2033.8773,1
15721,5721,8416.720352349359,11
12201,2201,7158.336896232669,11
14578,4578,5333.156956349674,18
2230,2230,1020.0,0
17258,7258,7241.36838251988,18
12782,2782,8429.178021387412,12
17714,7714,4031.7789914784025,14
7987,7987,3721.8540000000003,7
18225,8225,5417.0974746356105,15
3606,3606,3346.9322,6
2914,2914,4171.4941,4
12165,2165,6076.103047359574,15
12427,2427,6701.7196006948325,17
8236,8236,4169.2807,6
16521,6521,8908.522032207982,11
12219,2219,5786.946253151969,19
9924,9924,1782.7598,4
4998,4998,1154.4165,8
16924,6924,7811.285266111043,14
11972,1972,7045.965315792977,12
17482,7482,10065.576939424709,12
14483,4483,9210.21357130958,13
16785,6785,6236.354826396286,15
8613,8613,3403.9389,3
14327,4327,7582.451629421678,17
16096,6096,7928.490151660368,16
13113,3113,7211.215588298785,13
4836,4836,3358.4085,6
14733,4733,7841.120080005511,13
10327,327,6469.723372177949,17
14157,4157,8122.601270089561,17
16982,6982,8598.681508275266,12
5006,5006,1577.8434,6
1579,1579,5829.8979,9
1407,1407,4530.8099,7
8821,8821,2706.4484,1
1978,1978,4796.2359,8
5318,5318,2080.1719,8
17765,7765,5420.1690467388125,15
11607,1607,5932.88533593486,17
5750,5750,3162.8146,0
7951,7951,4684.4048,1
646,646,3305.5383,6
12968,2968,8551.210227964784,18
17494,7494,9050.030458229041,14
18610,8610,10594.464455068604,10
19605,9605,7269.034932409948,15
18926,8926,9166.53181857267,16
1110,1110,2745.867,0
7619,7619,6821.6739,9
18123,8123,4988.655890434528,13
17650,7650,8239.014845683498,10
2863,2863,1492.9435,3
11855,1855,6372.341826299553,15
5187,5187,3177.0869,7
7459,7459,2637.1495,9
11251,1251,10275.90834326423,11
6233,6233,5124.3437,3
214,214,3069.6252,4
13920,3920,5753.683075531386,10
17673,7673,12154.388109470538,13
11622,1622,7617.668246210779,12
478,478,1695.8693,8
5822,5822,3525.4227,2
4073,4073,4127.7765,3
18268,8268,6567.57152112787,18
11826,1826,7330.313943003538,16
9858,9858,1242.6939,8
3688,3688,2907.9581,8
6141,6141,4226.2993,1
1815,1815,6719.8089,5
17321,7321,7969.986558184695,11
3381,3381,1835.1228,1
7883,7883,4070.5604,3
18683,8683,5805.692000200334,13
10922,922,8298.04663041683,12
14425,4425,12230.56851738724,15
9016,9016,4249.8816,6
16733,6733,13999.080801390068,13
11541,1541,6934.0298765671505,11
19735,9735,5631.818793962171,15
6015,6015,9785.1672,5
17827,7827,12881.975611287638,17
15559,5559,5050.916535518582,19
18492,8492,8338.633935011845,12
8877,8877,5096.6607,7
8466,8466,7228.358,6
13044,3044,7328.731395706407,14
7934,7934,1106.3606,4
8118,8118,4621.1608,8
18425,8425,5587.704891323114,15
7037,7037,2089.8361,7
7422,7422,4747.6549,2
10987,987,6968.646306802951,17
16109,6109,7790.098691424491,19
13265,3265,7690.289338658893,15
8076,8076,2429.8778,6
9588,9588,4989.8176,8
4624,4624,1354.5586,4
17282,7282,8462.661179466457,12
17030,7030,6616.297654611272,10
17590,7590,5003.273656058278,10
9186,9186,4202.7683,6
17345,7345,8487.350245813648,15
19847,9847,4001.7843254234003,17
12135,2135,11708.089561377295,15
15065,5065,6948.875023096667,15
160,160,1264.0713,0
7360,7360,4970.1318,0
13069,3069,5104.224227909297,19
7304,7304,4186.4268,4
7927,7927,2273.4997,7
5745,5745,2102.9316,5
14031,4031,9731.407524463562,11
8295,8295,4077.495,5
12595,2595,5938.483252999366,15
6771,6771,8505.6747,1
13594,3594,3744.7600253834603,14
13478,3478,7119.145727095607,18
10968,968,8242.205349944277,18
8220,8220,4462.2417,0
11464,1464,6777.292931672261,14
17275,7275,7554.784949321275,15
14532,4532,8655.926223817249,12
7047,7047,2034.7444,7
16562,6562,4877.229393944251,12
10677,677,7503.379278320738,17
9416,9416,3075.4539,6
19244,9244,5790.230625149614,14
12445,2445,5971.467903617016,15
2673,2673,2254.0736,3
11412,1412,12480.045451852571,12
13657,3657,7939.387188054549,17
5732,5732,2594.7698,2
16506,6506,9513.707333484279,16
4755,4755,6832.0788,5
14800,4800,7434.829848734785,10
8834,8834,3210.6325,4
11742,1742,6147.8129834133115,12
19968,9968,7645.746151941236,18
19078,9078,6942.136744919107,18
259,259,7481.5744,9
7994,7994,2539.7847,4
1288,1288,3078.6338,8
16693,6693,9128.73967738067,13
18775,8775,6869.875334738001,15
11254,1254,8357.330321296602,14
18236,8236,7150.121131732007,16
18328,8328,4558.31795944721,18
6193,6193,1318.8114,3
15591,5591,9743.938539657776,11
14220,4220,7452.383119483145,10
18942,8942,9543.140504969433,12
7725,7725,2421.1629,5
11372,1372,10090.555377018954,12
1470,1470,2375.6642,0
4264,4264,2449.163,4
16405,6405,6177.8502258304125,15
19497,9497,6364.697608041608,17
13519,3519,9905.115939711,19
4182,4182,2997.3191,2
13634,3634,5320.580598190403,14
17711,7711,10425.081836294765,11
369,369,3183.9959,9
293,293,7662.4406,3
6680,6680,4286.1816,0
15316,5316,12176.013104793457,16
13976,3976,7500.13561820961,16
18287,8287,9778.258404878352,17
552,552,3039.5902,2
9475,9475,3944.592,5
15171,5171,10925.972392692764,11
17732,7732,9138.950626596325,12
15180,5180,6789.226004373479,10
3175,3175,4613.0683,5
4424,4424,3682.5253,4
14519,4519,5026.2483660857615,19
11430,1430,3828.110840237463,10
9917,9917,8761.6014,7
1134,1134,6848.5334,4
9828,9828,3733.7340000000004,8
26,26,3622.6427,6
13440,3440,8398.324933138269,10
13429,3429,7637.421844491586,19
343,343,4020.1890000000003,3
16322,6322,7748.795088945244,12
15826,5826,8166.226761902332,16
10028,28,9344.82037581802,18
17489,7489,6053.589100319745,19
1328,1328,1627.0735,8
7408,7408,2719.7792,8
3594,3594,1768.3817,4
9729,9729,4598.2205,9
9196,9196,3546.8781,6
13868,3868,8995.865456407211,18
18088,8088,8028.946050252231,18
11365,1365,5092.406945611285,15
9614,9614,3761.3596,4
9653,9653,3122.8007,3
16307,6307,7268.9922917926415,17
6307,6307,2209.5216,7
15542,5542,9528.668115862625,12
608,608,4800.9503,8
17614,7614,9642.229763524587,14
8847,8847,4999.5415,7
8875,8875,3453.9677,5
3650,3650,5197.0635,0
10256,256,13727.002370660759,16
1558,1558,3305.2384,8
9030,9030,4463.2169,0
14874,4874,5300.343912304074,14
9776,9776,2072.3205,6
10995,995,5022.414678979265,15
7415,7415,2169.4875,5
10707,707,8205.76338877346,17
6445,6445,4685.407999999999,5
4156,4156,5156.2473,6
4801,4801,2761.3979,1
7378,7378,2438.6665,8
19645,9645,9497.166717885992,15
5073,5073,1150.0434,3
11117,1117,8631.95623606235,17
13022,3022,7062.113055604166,12
16555,6555,9283.104228613876,15
750,750,2542.3117,0
6776,6776,1484.4645,6
3617,3617,4535.5732,7
19659,9659,2262.200190910944,19
9539,9539,3454.3171,9
12917,2917,5155.86669999584,17
14614,4614,5755.4264007975635,14
1242,1242,3547.2955,2
5032,5032,2922.3343,2
15635,5635,6056.406991829244,15
10455,455,13215.915347786711,15
1394,1394,2335.3078,4
4582,4582,1179.3746,2
9215,9215,2232.8789,5
17249,7249,8160.331866537618,19
19571,9571,8311.140958556869,11
19819,9819,6885.87855460058,19
7040,7040,3247.7082,0
9083,9083,4303.7738,3
9664,9664,4073.974,4
8705,8705,4643.4578,5
19821,9821,7637.952368587914,11
11866,1866,7335.734865302141,16
1650,1650,3481.4284,0
9296,9296,2889.5898,6
8989,8989,4373.7884,9
4334,4334,3484.5428,4
12933,2933,11756.133903517664,13
17954,7954,7695.754598290916,14
1746,1746,2418.6448,6
18316,8316,5786.186311038244,16
12624,2624,12496.503621372256,14
16583,6583,6542.244783472784,13
2688,2688,4082.5781,8
13723,3723,9717.232124364546,13
17320,7320,8582.611765088412,10
15814,5814,4822.550331230255,14
6005,6005,2286.1778,5
333,333,4452.4036,3
15405,5405,12174.845873737297,15
19474,9474,2291.334893370191,14
2854,2854,1202.4199,4
1079,1079,6589.9081,9
9205,9205,4526.5987,5
10864,864,5948.208635284045,14
13811,3811,4557.85216001602,11
16331,6331,7848.4466821598035,11
18847,8847,7995.248374880734,17
3547,3547,3826.8974,7
16039,6039,8182.09181538467,19
14147,4147,7747.409979127119,17
7853,7853,4811.1246,3
6089,6089,2439.1236,9
4571,4571,2409.9134,1
11825,1825,7233.92591256274,15
3845,3845,4919.4841,5
13932,3932,7006.029713862571,12
3975,3975,3553.8589,5
17182,7182,4267.3841989574175,12
18291,8291,6582.915634984758,11
16874,6874,6321.200983550473,14
15323,5323,6304.553671470765,13
2629,2629,1300.8653,9
17426,7426,6143.094335055939,16
16958,6958,6651.390706443968,18
5019,5019,1753.4104,9
4896,4896,1202.9707,6
4132,4132,8402.5418,2
9815,9815,9728.6251,5
19471,9471,7583.2806315604885,11
130,130,4829.9312,0
6095,6095,3078.5997,5
9386,9386,4645.0995,6
10501,501,6758.150237626531,11
7966,7966,1519.8015,6
2967,2967,5406.9289,7
13621,3621,8481.446841729186,11
9901,9901,3374.6405,1
12535,2535,7928.6385426877305,15
17074,7074,8539.230232392996,14
18873,8873,6880.474978969718,13
15723,5723,9051.051118653388,13
5028,5028,3450.7197,8
6338,6338,2948.8371,8
19193,9193,6464.016301470956,13
14521,4521,6003.372003569738,11
4361,4361,3961.3611,1
10842,842,7082.174601096403,12
15267,5267,9184.908902089937,17
7998,7998,5018.0411,8
11443,1443,10669.961315430162,13
6737,6737,1695.2057,7
7826,7826,1373.8393,6
4893,4893,5009.5525,3
11093,1093,6118.520022294199,13
9392,9392,1702.7805,2
5512,5512,2642.7406,2
18482,8482,8321.326658653554,12
9318,9318,5977.9295,8
12461,2461,5126.527769352431,11
19088,9088,6649.083472870757,18
2492,2492,5436.2089,2
1119,1119,1839.5708,9
3351,3351,3587.8423,1
19200,9200,7794.123526907242,10
14190,4190,9211.50391487923,10
7307,7307,4436.5918,7
8890,8890,3950.7256,0
6780,6780,2955.4279,0
19552,9552,9210.436749363502,12
18457,8457,6917.651493601648,17
707,707,4739.0903,7
12129,2129,8053.8148822265,19
52,52,2747.3269,2
19296,9296,6519.254940757079,16
12566,2566,4697.231217705002,16
11387,1387,8800.757405550725,17
17578,7578,6447.459286877421,18
8087,8087,3103.4276,7
16233,6233,8708.747193379773,13
16844,6844,6365.638450627142,14
13643,3643,4708.165095486358,13
14225,4225,3934.182873075626,15
16546,6546,10206.700241513558,16
5544,5544,2062.2994,4
2918,2918,4024.0768,8
13447,3447,6194.024415695141,17
3424,3424,4353.1937,4
14179,4179,7887.375917967332,19
6763,6763,3910.6929999999998,3
11754,1754,10703.680865480514,14
6514,6514,4397.1947,4
8167,8167,4154.0566,7
1706,1706,6091.5974,6
19146,9146,9956.26147559878,16
18219,8219,10125.111580120336,19
16749,6749,6528.639326851704,19
8375,8375,1825.3876,5
1695,1695,4917.0725,5
9313,9313,4743.1413,3
1295,1295,2669.3669,5
4299,4299,2041.7116,9
9984,9984,5530.6831,4
16115,6115,7868.982645649118,15
17405,7405,14035.4338054515,15
16251,6251,4048.792788505039,11
11659,1659,7302.7871240195045,19
7073,7073,2046.0564,3
710,710,9435.6932,0
7302,7302,4173.5262,2
16501,6501,6411.1417483517125,11
9760,9760,2066.9218,0
19513,9513,9060.430138205369,13
11484,1484,6360.657955995487,14
4199,4199,5457.8513,9
13051,3051,5681.124714680513,11
1702,1702,2836.8917,2
16647,6647,7087.8782654795705,17
18325,8325,4114.77881860611,15
8300,8300,8484.1508,0
12892,2892,8147.250819484821,12
11777,1777,8253.29726734982,17
16067,6067,9804.770433448859,17
10585,585,9056.022164875594,15
3291,3291,2247.8812,1
3590,3590,3507.6794,0
14313,4313,6723.417721605289,13
18421,8421,5450.7485007205605,11
12000,2000,6544.659202094832,10
10822,822,5497.90457681476,12
16567,6567,6603.006378827662,17
1266,1266,7092.8913,6
10367,367,8153.011849705744,17
3996,3996,3183.8349,6
3615,3615,5141.3114,5
11636,1636,7908.726514793863,16
11028,1028,6991.169173395923,18
562,562,6063.8183,2
13038,3038,6001.65939345155,18
15880,5880,7245.6704493472225,10
17872,7872,9720.198758799674,12
5769,5769,4818.1793,9
14910,4910,6070.99831573292,10
19908,9908,8855.26887384966,18
15458,5458,9451.60275259674,18
14008,4008,9434.288475486344,18
12083,2083,9568.663706258127,13
5229,5229,3956.2952,9
17379,7379,8398.315437785359,19
14558,4558,6357.8573149297645,18
14665,4665,10399.59525299885,15
8324,8324,4411.6111,4
8768,8768,1589.626,8
437,437,1288.2898,7
9114,9114,4951.1943,4
7889,7889,1974.5015,9
451,451,3169.8552,1
19476,9476,7176.8598729146415,16
12184,2184,7363.494872604363,14
1599,1599,3330.8363,9
3706,3706,3148.6942,6
4775,4775,2409.2037,5
10263,263,11765.198775557512,13
19602,9602,5829.488572344693,12
13090,3090,7147.334045958592,10
4000,4000,3080.2678,0
19760,9760,6503.420863149694,10
6199,6199,3111.4064,9
7760,7760,4623.3521,0
7416,7416,7274.5355,6
12441,2441,6065.2574751418615,11
11037,1037,9965.925822976578,17
2716,2716,2154.8728,6
8462,8462,3973.052,2
2983,2983,4954.1655,3
8460,8460,2508.8988,0
2877,2877,1134.0935,7
15488,5488,7404.972122026143,18
14566,4566,5132.801848419575,16
15132,5132,11362.604234085766,12
1667,1667,3707.8458,7
8,8,1500.8031,8
5437,5437,6050.93,7
12569,2569,6701.781556798471,19
19473,9473,7083.008646749241,13
13088,3088,8705.621582836891,18
11731,1731,4353.985610988837,11
13075,3075,10941.383095284484,15
475,475,2927.5181,5
6886,6886,7010.6335,6
6123,6123,3336.1436,3
9302,9302,3725.6348,2
12306,2306,8388.601518287356,16
13983,3983,7883.120440599306,13
2306,2306,4992.1596,6
7548,7548,2523.5636,8
17687,7687,7494.433797873376,17
9572,9572,4507.4795,2
19667,9667,8186.153175127166,17
8717,8717,5742.2146,7
17407,7407,8592.847907496793,17
13151,3151,13905.668348307992,11
10742,742,6060.974218539921,12
15223,5223,7269.533994347076,13
10111,111,12482.664425253233,11
7281,7281,3260.6265,1
4688,4688,2106.8499,8
6889,6889,2079.218,9
12166,2166,8989.799977876257,16
6754,6754,4320.4403,4
10132,132,6257.9453267641575,12
12341,2341,8227.875970258554,11
16160,6160,6918.486659445572,10
17833,7833,5914.261731336574,13
15198,5198,7960.858741946488,18
15055,5055,5034.225852754573,15
16989,6989,4300.809791476892,19
14628,4628,6619.208238451444,18
9290,9290,3935.3533,0
14212,4212,10642.7110000338,12
7532,7532,3368.9564,2
15747,5747,6800.573486500572,17
17454,7454,7057.6506680185075,14
8940,8940,4661.713,0
9637,9637,2584.3932,7
13111,3111,13892.598980111963,11
18708,8708,7952.2233364692665,18
18209,8209,4453.647234414037,19
1106,1106,4282.3431,6
4358,4358,4324.2241,8
5810,5810,3376.0461,0
10853,853,6746.759840486897,13
13551,3551,9375.419104866329,11
17726,7726,6088.622538683069,16
4903,4903,2737.5577,3
220,220,4409.2834,0
19013,9013,12979.592627599068,13
5741,5741,1207.5102,1
5271,5271,3897.6361,1
5597,5597,7194.3283,7
16985,6985,4344.792679069719,15
10681,681,7284.1283350717995,11
19907,9907,7655.8432707830225,17
11077,1077,13063.504888127325,17
6494,6494,1274.972,4
5616,5616,1792.8223,6
9435,9435,2813.8761,5
12456,2456,6547.444529392586,16
2481,2481,9056.0466,1
19885,9885,8102.726501587173,15
17243,7243,4669.363505703382,13
12396,2396,7820.688934160094,16
9021,9021,5983.4898,1
13283,3283,9593.377487131802,13
13315,3315,12849.701871173682,15
9775,9775,3162.6803,5
1601,1601,2926.7302,1
8067,8067,5340.93,7
15396,5396,5374.613656019299,16
9301,9301,8870.976,1
8778,8778,2259.4271,8
16218,6218,8516.464294332298,18
16685,6685,5335.073007462099,15
19132,9132,5586.254798139227,12
13471,3471,7919.7931496774745,11
5630,5630,7936.7095,0
383,383,2260.7575,3
158,158,4203.3085,8
2021,2021,3824.3416,1
12609,2609,12115.866332206891,19
7597,7597,1847.5778,7
1361,1361,5737.7114,1
6076,6076,2239.9167,6
2019,2019,2151.5875,9
65,65,2705.6138,5
16763,6763,7484.330911719859,13
12989,2989,9000.130084857177,19
17921,7921,7966.907847478566,11
18950,8950,10999.820416009825,10
4560,4560,2715.2396,0
6852,6852,9741.0558,2
11999,1999,5322.857964113745,19
13582,3582,6383.658742358713,12
7005,7005,4944.8793,5
2099,2099,2863.3659,9
2898,2898,4376.3413,8
4385,4385,2384.7188,5
9119,9119,3734.7687,9
9329,9329,8368.3283,9
13183,3183,7687.619048373053,13
19021,9021,9938.904542106606,11
4749,4749,5522.0603,9
16504,6504,7579.764653462094,14
247,247,4726.5567,7
8158,8158,4444.5902,8
6599,6599,1068.3861,9
6756,6756,5028.6994,6
7726,7726,1604.4568,6
10892,892,5077.1285963632035,12
16019,6019,5981.828849562808,19
2087,2087,2807.4773,7
1575,1575,3058.6249,5
6019,6019,2807.9854,9
14887,4887,7474.0376364073645,17
8219,8219,4887.376,9
7227,7227,6556.3609,7
17346,7346,9948.182758649522,16
5105,5105,8650.6235,5
14492,4492,4129.161554894823,12
4991,4991,4805.4032,1
10424,424,4074.192866387761,14
16229,6229,8885.734967188697,19
18604,8604,8005.086666338499,14
6195,6195,4871.1851,5
13098,3098,6955.004870727768,18
12738,2738,7727.450823044494,18
11540,1540,9761.287638386935,10
9170,9170,2351.4731,0
14710,4710,5116.863910866642,10
7315,7315,2696.7261,5
16832,6832,7605.113837798825,12
178,178,3640.0892,8
4112,4112,4328.5554,2
18540,8540,9160.906631099731,10
16412,6412,7699.755115005641,12
15853,5853,10276.404571914263,13
15300,5300,6729.81624528951,10
4825,4825,4555.5147,5
10427,427,6348.022734784541,17
18814,8814,5692.164400828826,14
7196,7196,1209.8234,6
17619,7619,9828.709262177945,19
19339,9339,8865.699873897101,19
1371,1371,3464.1804,1
19687,9687,6637.082451090919,17
17119,7119,12694.327694017595,19
5018,5018,3353.7811,8
13631,3631,5177.615716912931,11
426,426,3672.397,6
4974,4974,3810.9494,4
7543,7543,1077.9404,3
15321,5321,4441.141243502961,11
1065,1065,2983.8435,5
8954,8954,3064.4152,4
8041,8041,1322.1091,1
19948,9948,9251.883560201917,18
