,user_id,user_age,user_sex
93313,1515915625526389336,69,m
93314,1515915625526388733,46,f
93316,1515915625526388852,68,m
93317,1515915625526389371,74,f
93319,1515915625526389392,72,m
93325,1515915625526389657,56,m
93326,1515915625526389663,83,f
93327,1515915625526389606,50,f
93332,1515915625526389749,33,m
93333,1515915625526389908,79,m
93334,1515915625526389943,24,m
93335,1515915625526389969,34,f
93337,1515915625523657078,30,f
93338,1515915625526390172,22,m
93339,1515915625526390115,37,m
93341,1515915625526390223,84,f
93344,1515915625526390178,50,m
93345,1515915625526390431,79,m
93349,1515915625526390544,60,f
93352,1515915625526390861,22,m
93353,1515915625526390879,29,m
93354,1515915625526390820,83,m
93358,1515915625526391104,30,f
93360,1515915625526391216,26,m
93363,1515915625526391374,66,m
93369,1515915625526391746,80,m
93370,1515915625526355962,67,m
93371,1515915625526391784,79,m
93373,1515915625526391880,42,m
93374,1515915625526391946,26,m
93377,1515915625526392018,35,f
93378,1515915625516573655,36,f
93379,1515915625526392088,36,f
93382,1515915625526392213,67,f
93383,1515915625522941043,53,m
93384,1515915625526392334,29,m
93386,1515915625518504344,82,f
93390,1515915625526392761,42,m
93391,1515915625526392871,32,m
93392,1515915625526393048,52,f
93393,1515915625526392917,33,f
93394,1515915625526393150,27,m
93395,1515915625526393351,18,f
93396,1515915625526393423,35,m
93397,1515915625526393207,38,f
93398,1515915625526392274,50,m
93399,1515915625526393562,80,m
93400,1515915625526393561,75,m
93403,1515915625526393450,82,f
93404,1515915625526393898,21,m
93405,1515915625526327094,63,f
93406,1515915625526394170,52,f
93408,1515915625526394481,73,f
93409,1515915625526394530,33,f
93410,1515915625526013439,20,m
93411,1515915625526394244,35,f
93412,1515915625526394814,67,f
93414,1515915625526394863,40,m
93415,1515915625526394879,75,f
93416,1515915625526394731,47,m
93417,1515915625526393288,64,m
93418,1515915625526395079,21,m
93419,1515915625526394755,78,f
93420,1515915625526395165,32,f
93422,1515915625358438202,27,m
93423,1515915625526395175,81,m
93425,1515915625526395542,43,m
93426,1515915625526395606,79,f
93428,1515915625526395892,31,f
93429,1515915625526388415,19,m
93432,1515915625526395932,62,m
93434,1515915625526395960,61,m
93435,1515915625445654698,38,m
93436,1515915625526396158,71,m
93437,1515915625526396220,47,m
93438,1515915625526396486,65,m
93440,1515915625526396563,80,f
93442,1515915625526396576,81,f
93443,1515915625526395438,57,f
93444,1515915625526396591,60,f
93445,1515915625526396901,68,m
93449,1515915625526396218,47,m
93451,1515915625526397138,26,m
93453,1515915625526397433,80,m
93457,1515915625526397567,70,m
93458,1515915625526396805,69,f
93461,1515915625526397741,48,f
93463,1515915625526395804,44,f
93464,1515915625526398052,56,f
93465,1515915625525671387,31,f
93466,1515915625526398365,20,m
93468,1515915625526398361,42,m
93469,1515915625526398476,75,m
93470,1515915625526398438,28,m
93472,1515915625526398536,51,m
93473,1515915625526398626,67,m
93474,1515915625526398652,59,f
93475,1515915625526398369,64,f
93480,1515915625520546850,29,f
93481,1515915625516969807,61,f
93482,1515915625526398154,53,m
93486,1515915625526399257,70,f
93489,1515915625526399401,46,f
93491,1515915625526399427,36,f
93492,1515915625526399479,46,f
93494,1515915625526398752,72,f
93495,1515915625526399609,75,m
93496,1515915625526399538,68,m
93497,1515915625526399218,69,m
93498,1515915625526399772,47,m
93502,1515915625526399969,34,f
93507,1515915625526400204,23,f
93508,1515915625526399948,35,f
93511,1515915625526400450,34,m
93513,1515915625526400435,84,m
93514,1515915625526354936,32,m
93515,1515915625526397998,32,m
93516,1515915625526337373,65,m
93522,1515915625526399720,20,m
93523,1515915625521847599,20,m
93527,1515915625526401269,49,m
93528,1515915625526401718,66,m
93529,1515915625526401747,53,f
93530,1515915625361374866,48,m
93531,1515915625526401924,63,m
93532,1515915625526402192,22,f
93533,1515915625526402173,48,f
93535,1515915625526402300,80,m
93538,1515915625526402439,61,m
93539,1515915625526402808,38,f
93540,1515915625526402501,44,m
93542,1515915625526402966,67,f
93547,1515915625526396266,28,f
93548,1515915625526403431,48,f
93549,1515915625526403439,68,f
93550,1515915625526403453,66,f
93552,1515915625526397517,83,m
93554,1515915625526403347,81,m
93555,1515915625526402080,75,f
93556,1515915625526403196,71,f
93557,1515915625526403546,53,m
93561,1515915625526403189,28,m
93564,1515915625526404050,81,f
93567,1515915625526404323,69,f
93568,1515915625526404447,20,m
93571,1515915625526404494,79,m
93572,1515915625526404979,48,m
93573,1515915625526404576,37,m
93574,1515915625526404738,46,f
93575,1515915625526405084,18,m
93577,1515915625526405128,44,m
93579,1515915625526405269,51,m
93580,1515915625526405319,50,m
93581,1515915625526403308,50,f
93582,1515915625526405444,33,f
93583,1515915625526405474,32,f
93585,1515915625526403658,48,m
93587,1515915625525966579,74,f
93589,1515915625526405719,38,m
93590,1515915625525837125,42,m
93591,1515915625526405443,78,m
93592,1515915625526405952,21,m
93595,1515915625526405574,50,m
93596,1515915625526406033,56,f
93598,1515915625526406366,67,f
93599,1515915625526406447,32,m
93600,1515915625526406396,71,m
93601,1515915625526406470,25,m
93602,1515915625526405600,78,m
93604,1515915625526406536,33,f
93606,1515915625526406376,66,m
93608,1515915625526406308,56,f
93609,1515915625526406610,64,f
93613,1515915625526406739,43,m
93615,1515915625526406919,79,f
93617,1515915625526406637,76,f
93620,1515915625526406693,27,m
93622,1515915625526407136,66,m
93624,1515915625526407201,61,m
93625,1515915625526400594,70,m
93628,1515915625526407324,20,f
93629,1515915625526407375,36,m
93630,1515915625526407387,34,m
93632,1515915625526405585,69,f
93636,1515915625526407548,30,m
93639,1515915625526408046,72,f
93640,1515915625526408361,69,m
93642,1515915625526408448,39,f
93644,1515915625526408476,64,f
93645,1515915625526408172,30,f
93649,1515915625526408744,39,m
93650,1515915625526408491,40,f
93651,1515915625526408827,62,f
93654,1515915625526408915,76,m
93655,1515915625526408758,41,f
93656,1515915625526409168,62,m
93658,1515915625526409311,84,f
93659,1515915625526409410,44,f
93661,1515915625526409569,55,m
93662,1515915625526408846,35,m
93663,1515915625526409616,70,f
93664,1515915625526409633,50,f
93665,1515915625526409656,26,f
93666,1515915625526409683,33,f
93667,1515915625526409508,34,m
93668,1515915625526409718,37,m
93669,1515915625526407929,49,m
93671,1515915625526409803,49,f
93672,1515915625526409798,60,f
93673,1515915625526409824,26,m
93674,1515915625526409977,35,f
93675,1515915625526410012,23,m
93676,1515915625526410102,21,f
93677,1515915625526410343,62,m
93678,1515915625526410451,76,m
93679,1515915625526410282,82,m
93680,1515915625526410573,74,f
93681,1515915625526410622,83,m
93682,1515915625523659023,45,f
93683,1515915625452628472,52,m
93685,1515915625526410804,35,m
93686,1515915625526410824,84,f
93690,1515915625526411156,82,m
93691,1515915625526411249,79,m
93692,1515915625526411264,71,m
93693,1515915625526411418,55,m
93694,1515915625516347109,18,f
93695,1515915625526411083,38,f
93696,1515915625526411802,24,f
93697,1515915625526347910,29,m
93699,1515915625355921433,69,m
93700,1515915625526412305,39,m
93701,1515915625526409698,46,m
93702,1515915625526412480,20,m
93703,1515915625526412489,25,m
93704,1515915625526412524,45,m
93705,1515915625526412216,79,f
93706,1515915625526412698,32,f
93707,1515915625526412703,70,f
93710,1515915625526412905,27,m
93711,1515915625526412946,43,m
93712,1515915625526413005,79,m
93713,1515915625526413055,35,f
93714,1515915625526412465,36,f
93716,1515915625523304399,51,m
93718,1515915625526413137,60,m
93719,1515915625526413244,69,m
93721,1515915625526412380,27,f
93722,1515915625526413323,39,m
93723,1515915625526413178,30,m
93724,1515915625526413161,24,f
93725,1515915625526413460,45,f
93726,1515915625526413463,51,f
93728,1515915625526413595,74,m
93729,1515915625526413637,43,m
93732,1515915625526413783,79,f
93734,1515915625526413844,47,m
93735,1515915625526413886,65,f
93736,1515915625526413926,53,f
93737,1515915625526413848,53,m
93740,1515915625526414148,18,f
93742,1515915625526414242,47,m
93744,1515915625526414310,68,f
93745,1515915625526414195,23,m
93746,1515915625526413654,83,f
93749,1515915625526414584,47,f
93750,1515915625526412456,19,m
93751,1515915625526414441,52,f
93753,1515915625526414728,22,f
93755,1515915625526414857,63,m
93756,1515915625526414908,39,f
93757,1515915625526414966,82,m
93758,1515915625526414995,82,f
93760,1515915625526414446,60,m
93761,1515915625526414626,34,f
93762,1515915625526415095,36,m
93764,1515915625526415240,45,m
93767,1515915625526413812,46,m
93768,1515915625526414541,44,f
93769,1515915625526415190,38,m
93770,1515915625526415448,82,f
93773,1515915625526415383,51,f
93777,1515915625526394279,82,f
93778,1515915625526415678,47,f
93783,1515915625526415954,37,m
93786,1515915625526414941,19,m
93787,1515915625526415931,43,f
93788,1515915625526415932,84,f
93793,1515915625526416279,48,m
93794,1515915625526416182,25,f
93795,1515915625526416352,50,f
93797,1515915625526416647,44,m
93798,1515915625526416710,25,m
93799,1515915625526416732,76,f
93800,1515915625526413138,36,m
93802,1515915625526416033,81,m
93804,1515915625526417114,57,m
93805,1515915625526417129,18,f
93808,1515915625526416649,50,m
93811,1515915625526417245,82,m
93816,1515915625526416405,83,m
93818,1515915625526417370,26,m
93821,1515915625526417289,75,m
93823,1515915625526417528,44,m
93829,1515915625526417634,72,m
93832,1515915625526415496,48,m
93839,1515915625526418032,78,m
93843,1515915625526418273,72,m
93844,1515915625526418286,33,m
93845,1515915625526418511,21,m
93846,1515915625526418675,75,m
93847,1515915625526418693,56,m
93848,1515915625526418806,39,f
93849,1515915625526418612,77,m
93850,1515915625526418840,27,m
93856,1515915625526419186,43,f
93860,1515915625526419457,20,m
93861,1515915625427989776,62,m
93865,1515915625526418977,30,f
93866,1515915625526419541,73,f
93869,1515915625526419424,79,f
93871,1515915625526419239,84,m
93875,1515915625526420076,54,m
93876,1515915625524385421,43,f
93879,1515915625526420513,51,f
93880,1515915625526420466,80,f
93884,1515915625526420726,25,m
93885,1515915625526420704,56,f
93890,1515915625526412440,35,f
93891,1515915625526421301,38,f
93892,1515915625526421353,36,f
93894,1515915625526421402,66,m
93895,1515915625526421318,21,m
93897,1515915625526421674,83,f
93900,1515915625526420341,62,m
93903,1515915625526422089,23,f
93904,1515915625526422092,33,m
93906,1515915625526422141,43,f
93907,1515915625526422025,46,m
93909,1515915625526422413,58,m
93910,1515915625526422479,55,m
93912,1515915625526422576,71,m
93923,1515915625526423126,71,m
93924,1515915625526423161,79,m
93925,1515915625526422860,41,m
93926,1515915625523667652,31,f
93928,1515915625526422725,74,f
93929,1515915625526423278,66,f
93930,1515915625526423626,63,m
93933,1515915625526423683,55,m
93934,1515915625525981038,77,f
93935,1515915625526421873,68,f
93936,1515915625526423565,18,m
93938,1515915625526423942,48,m
93939,1515915625526424311,26,m
93940,1515915625473243684,79,m
93943,1515915625526424230,41,f
93946,1515915625526424224,75,f
93947,1515915625526424468,52,m
93948,1515915625526424517,74,f
93952,1515915625526360671,79,m
93956,1515915625526418813,48,m
93957,1515915625526413182,83,f
93958,1515915625526425149,20,m
93959,1515915625526425255,21,f
93961,1515915625526424648,79,m
93962,1515915625526425505,39,f
93963,1515915625526425491,38,m
93964,1515915625526425518,60,m
93966,1515915625526425631,61,m
93973,1515915625526425851,31,m
93974,1515915625406698056,73,m
93980,1515915625416479860,73,m
93981,1515915625526426342,26,m
93982,1515915625526425993,68,m
93983,1515915625526426488,32,m
93984,1515915625526426529,80,m
93986,1515915625526425641,55,m
93987,1515915625526425516,25,f
93989,1515915625526426829,31,m
93991,1515915625526426669,20,f
93992,1515915625526426650,51,f
93993,1515915625526427038,21,f
93998,1515915625526427415,21,m
93999,1515915625526425661,21,m
94003,1515915625526427244,41,m
94005,1515915625526427679,33,f
94006,1515915625526427704,81,m
94007,1515915625526427752,61,m
94008,1515915625526427777,66,f
94010,1515915625526427626,75,f
94011,1515915625526427473,48,m
94012,1515915625526427912,26,m
94013,1515915625526427829,48,m
94016,1515915625526427911,26,f
94019,1515915625526427976,44,f
94020,1515915625526428077,71,m
94026,1515915625526427784,31,f
94028,1515915625526428366,57,m
94029,1515915625526428363,75,f
94030,1515915625522056504,23,m
94031,1515915625526428586,50,m
94032,1515915625526352623,78,f
94034,1515915625526428554,35,m
94035,1515915625526428868,53,f
94037,1515915625526428975,67,f
94038,1515915625526428792,39,f
94039,1515915625526428238,35,m
94042,1515915625525798850,35,m
94044,1515915625526429428,82,f
94045,1515915625526429480,68,f
94049,1515915625526429500,21,m
94052,1515915625526428991,48,f
94054,1515915625526429590,83,f
94056,1515915625526429866,36,m
94057,1515915625526429289,64,m
94059,1515915625526430085,50,f
94060,1515915625526430132,81,m
94064,1515915625512105360,82,m
94067,1515915625526429844,27,m
94070,1515915625526428829,35,m
94071,1515915625526430157,43,m
94083,1515915625526430857,43,m
94084,1515915625526430860,42,f
94088,1515915625526428199,58,m
94089,1515915625526430913,81,m
94095,1515915625526430421,41,m
94097,1515915625526431183,19,m
94101,1515915625526431491,52,m
94102,1515915625526279569,43,m
94105,1515915625526431513,83,m
94107,1515915625526431917,19,m
94108,1515915625526431969,55,m
94109,1515915625526431990,45,f
94111,1515915625526431567,47,m
94114,1515915625526431171,30,f
94115,1515915625526432167,73,m
94116,1515915625526432368,64,m
94117,1515915625526431473,46,m
94119,1515915625526431596,19,f
94121,1515915625526432796,52,m
94123,1515915625526432844,33,f
94124,1515915625526432696,35,f
94125,1515915625526432709,38,m
94128,1515915625526433269,67,f
94130,1515915625526433359,59,m
94132,1515915625526433453,32,m
94134,1515915625526433621,44,f
94135,1515915625526433680,75,f
94136,1515915625524349165,74,m
94137,1515915625526433762,43,m
94138,1515915625526433404,76,f
94139,1515915625526433862,77,f
94140,1515915625526434095,37,f
94141,1515915625526434127,73,f
94142,1515915625526433483,40,f
94143,1515915625526434149,25,f
94145,1515915625526431328,39,m
94150,1515915625526434113,53,m
94153,1515915625526434969,78,m
94154,1515915625526435030,74,m
94155,1515915625526434894,36,m
94156,1515915625526435066,22,m
94157,1515915625526435082,54,f
94160,1515915625526435135,67,m
94161,1515915625526434695,32,m
94162,1515915625526435266,53,m
94163,1515915625526426278,57,m
94164,1515915625526435370,37,f
94167,1515915625526434663,71,m
94172,1515915625526435769,63,m
94173,1515915625526435859,35,m
94175,1515915625526435276,50,f
94176,1515915625526436056,83,m
94177,1515915625526435830,38,m
94178,1515915625526436052,83,m
94182,1515915625526436304,38,f
94183,1515915625516448431,53,f
94184,1515915625526436525,74,f
94187,1515915625526434713,77,m
94188,1515915625526436564,54,f
94191,1515915625526437033,59,f
94192,1515915625526437072,34,f
94193,1515915625526437228,21,m
94194,1515915625526437261,78,f
94195,1515915625526436891,75,f
94198,1515915625526437348,33,m
94201,1515915625526437576,48,m
94203,1515915625526436715,78,m
94205,1515915625526437779,77,m
94208,1515915625526434301,49,m
94209,1515915625526437885,60,f
94211,1515915625526436958,69,f
94214,1515915625526438028,81,m
94215,1515915625526437209,35,m
94217,1515915625526437468,22,m
94222,1515915625526438429,80,m
94223,1515915625526438441,32,f
94224,1515915625526438549,77,m
94226,1515915625526438825,21,m
94229,1515915625526439194,70,m
94233,1515915625526438940,75,m
94234,1515915625526439236,45,m
94235,1515915625526439479,26,m
94236,1515915625526439524,21,m
94239,1515915625526439643,39,f
94241,1515915625526439762,62,m
94242,1515915625520896524,49,f
94244,1515915625526439812,26,f
94247,1515915625526440074,72,m
94249,1515915625526439361,67,m
94251,1515915625526440087,76,m
94252,1515915625525803196,41,m
94254,1515915625526440255,28,m
94255,1515915625526440313,48,m
94256,1515915625526440508,19,f
94258,1515915625526440440,30,f
94259,1515915625526440697,79,m
94262,1515915625526440180,40,f
94266,1515915625526440890,56,m
94267,1515915625526441111,31,m
94269,1515915625526441190,63,f
94273,1515915625526441317,18,f
94274,1515915625526441280,35,f
94276,1515915625526441431,47,f
94277,1515915625526441552,78,m
94281,1515915625526441319,67,f
94283,1515915625526441698,83,m
94290,1515915625526441796,31,m
94291,1515915625526440267,20,m
94292,1515915625526442012,70,f
94298,1515915625526438161,73,m
94301,1515915625526441881,64,m
94303,1515915625526442710,65,f
94304,1515915625526442722,72,f
94305,1515915625526442511,66,m
94307,1515915625526439809,26,f
94308,1515915625526442678,56,m
94309,1515915625526442958,47,m
94310,1515915625526443208,44,m
94311,1515915625526443167,28,m
94312,1515915625526443220,54,m
94316,1515915625526443383,43,f
94317,1515915625526441301,58,m
94318,1515915625526444017,59,f
94319,1515915625526444030,82,m
94321,1515915625526444371,61,m
94323,1515915625526444663,35,f
94325,1515915625526444459,58,m
94329,1515915625526445232,84,m
94330,1515915625526445354,18,f
94331,1515915625526445356,26,f
94332,1515915625526445379,75,m
94333,1515915625526445386,82,m
94335,1515915625526444901,73,f
94336,1515915625526445440,75,f
94337,1515915625526445446,47,f
94339,1515915625526445649,70,f
94340,1515915625526445661,44,f
94341,1515915625526445724,83,m
94342,1515915625526444130,83,m
94344,1515915625526446051,60,m
94345,1515915625526446546,42,m
94346,1515915625526444664,47,f
94347,1515915625526446854,84,f
94348,1515915625526446318,22,f
94349,1515915625526446844,37,m
94350,1515915625526446931,60,m
94351,1515915625526446937,38,f
94352,1515915625526446695,82,m
94354,1515915625526446693,55,m
94355,1515915625526446916,57,m
94360,1515915625526446917,45,m
94361,1515915625526446901,70,m
94363,1515915625526447606,36,f
94365,1515915625526447661,47,f
94369,1515915625526447593,21,m
94370,1515915625526447831,20,m
94371,1515915625526447740,34,f
94373,1515915625526447895,69,m
94374,1515915625526447927,66,m
94377,1515915625526448013,55,m
94379,1515915625526447403,22,m
94380,1515915625526448087,28,f
94382,1515915625526448036,56,f
94385,1515915625526448051,47,m
94390,1515915625526448393,37,f
94393,1515915625526447547,77,f
94394,1515915625526448545,84,m
94396,1515915625526448573,60,f
94402,1515915625526448743,40,f
94409,1515915625526444537,38,f
94411,1515915625526449149,58,f
94413,1515915625526448987,32,m
94414,1515915625526449287,64,f
94416,1515915625526449320,75,f
94419,1515915625526449519,32,m
94427,1515915625526449377,76,m
94432,1515915625526449922,52,f
94433,1515915625526449938,77,m
94434,1515915625526449949,75,f
94435,1515915625526449162,37,m
94437,1515915625526450066,41,m
94439,1515915625526450303,29,m
94442,1515915625526450294,70,m
94444,1515915625526450760,28,m
94446,1515915625526450888,72,f
94448,1515915625526450336,18,m
94449,1515915625526451341,59,m
94450,1515915625526450909,77,f
94456,1515915625526451675,29,m
94460,1515915625526452044,51,f
94461,1515915625526452290,53,m
94462,1515915625526452382,81,m
94463,1515915625526452460,81,m
94467,1515915625526452612,31,f
94470,1515915625526452875,76,m
94471,1515915625526452946,49,f
94472,1515915625526450837,26,m
94473,1515915625526452788,25,m
94474,1515915625526452403,82,f
94475,1515915625526453045,28,f
94476,1515915625526451363,77,m
94477,1515915625526453125,41,f
94478,1515915625526453204,52,m
94480,1515915625524813229,79,f
94481,1515915625526453433,35,m
94482,1515915625526453325,35,f
94484,1515915625526453448,83,m
94488,1515915625526453094,36,f
94490,1515915625526453710,68,m
94491,1515915625526453588,59,f
94492,1515915625526454298,31,f
94493,1515915625526454301,77,m
94494,1515915625526454377,39,m
94495,1515915625526454398,75,m
94499,1515915625526454662,78,m
94502,1515915625526446023,55,f
94505,1515915625526454821,62,f
94509,1515915625526454931,48,f
94510,1515915625526455003,71,m
94513,1515915625526448131,76,m
94516,1515915625526454980,46,f
94519,1515915625526455457,60,m
94522,1515915625526455648,37,m
94527,1515915625526455894,81,f
94531,1515915625526455848,63,m
94539,1515915625521188561,78,f
94540,1515915625526455983,38,m
94541,1515915625526456443,37,f
94547,1515915625526456559,83,f
94548,1515915625526456619,78,m
94550,1515915625526456031,39,m
94552,1515915625526456804,48,m
94554,1515915625466856235,31,m
94556,1515915625526455303,44,m
94558,1515915625526456892,79,m
94562,1515915625526457543,82,m
94564,1515915625526456864,23,m
94565,1515915625526457601,38,m
94566,1515915625526457624,51,m
94569,1515915625526457712,45,m
94574,1515915625526458049,72,m
94578,1515915625526457922,29,f
94584,1515915625526458494,58,f
94585,1515915625526458641,36,f
94589,1515915625526458958,81,m
94591,1515915625526459080,54,f
94601,1515915625526459339,45,f
94603,1515915625526459712,60,m
94604,1515915625526459828,46,m
94606,1515915625526459286,29,m
94608,1515915625407392762,39,m
94610,1515915625526459932,76,m
94616,1515915625526460172,39,m
94619,1515915625526460375,50,f
94621,1515915625526460413,23,f
94623,1515915625526460678,72,f
94625,1515915625526460965,62,m
94626,1515915625526410527,66,m
94627,1515915625526456772,36,f
94628,1515915625526461091,75,m
94632,1515915625526461242,72,m
94633,1515915625526461255,53,f
94634,1515915625526461271,33,m
94636,1515915625526461332,31,m
94637,1515915625526461027,61,m
94638,1515915625526461364,45,m
94639,1515915625526461397,51,f
94640,1515915625526461367,45,m
94641,1515915625526461458,71,f
94642,1515915625526461773,48,m
94644,1515915625526461982,57,f
94645,1515915625526461526,21,f
94646,1515915625526461837,23,m
94647,1515915625526462090,67,f
94649,1515915625526462300,81,m
94650,1515915625407540654,29,f
94651,1515915625526462506,67,m
94652,1515915625526462567,31,f
94653,1515915625526462571,46,m
94655,1515915625526462719,73,f
94657,1515915625526462788,62,m
94661,1515915625526463036,22,m
94662,1515915625526463049,18,m
94663,1515915625526462546,38,m
94665,1515915625526463175,38,f
94669,1515915625398614989,61,f
94671,1515915625526462595,71,m
94672,1515915625526463586,61,m
94673,1515915625526463601,21,m
94676,1515915625526463714,43,f
94678,1515915625526458582,58,m
94680,1515915625526463936,50,m
94682,1515915625526464055,51,f
94687,1515915625526464510,21,f
94689,1515915625526464392,21,m
94690,1515915625526464550,33,f
94692,1515915625526464552,75,f
94696,1515915625526464718,58,m
94697,1515915625526464746,55,f
94700,1515915625526464994,54,f
94701,1515915625526464680,39,m
94702,1515915625526465064,21,f
94706,1515915625526464816,77,m
94707,1515915625526465388,34,f
94709,1515915625526465546,54,f
94710,1515915625526466010,80,m
94715,1515915625526380993,76,m
94716,1515915625526464989,53,m
94717,1515915625524342141,38,m
94718,1515915625526466680,63,f
94719,1515915625526465857,71,m
94720,1515915625526466403,71,m
94722,1515915625526467083,55,m
94726,1515915625517102585,57,m
94727,1515915625526467280,75,m
94728,1515915625526467228,68,f
94729,1515915625526467381,79,m
94730,1515915625523180955,50,f
94731,1515915625526467554,55,m
94733,1515915625526467809,73,m
94734,1515915625526467812,49,f
94735,1515915625526467825,68,m
94736,1515915625526467150,46,m
94737,1515915625526467584,18,m
94738,1515915625526468210,38,f
94741,1515915625526468456,64,m
94742,1515915625524027202,48,m
94743,1515915625526468559,18,m
94744,1515915625526468151,81,m
94745,1515915625524806672,55,f
94748,1515915625526468803,18,f
94749,1515915625526468806,61,m
94751,1515915625526468848,26,m
94754,1515915625526469109,67,f
94755,1515915625526469175,66,m
94756,1515915625526469267,50,m
94757,1515915625526469318,76,f
94763,1515915625526469882,53,m
94765,1515915625526470124,28,m
94768,1515915625526470277,24,f
94769,1515915625516318463,40,m
94770,1515915625525428496,73,f
94771,1515915625526470734,33,m
94772,1515915625526470792,72,f
94774,1515915625526470810,42,m
94776,1515915625526470599,68,m
94778,1515915625526470919,44,m
94779,1515915625526470873,54,m
94781,1515915625526470969,26,m
94782,1515915625526470717,83,f
94783,1515915625526470834,45,f
94784,1515915625526471120,22,m
94785,1515915625526471126,24,m
94786,1515915625526471163,25,f
94788,1515915625526471341,83,m
94789,1515915625526470951,56,m
94790,1515915625526471334,48,m
94791,1515915625526471558,66,f
94793,1515915625526471662,81,f
94795,1515915625526471625,81,f
94796,1515915625526471295,35,m
94799,1515915625526471804,27,m
94802,1515915625526472190,74,f
94804,1515915625526472204,59,f
94805,1515915625526472214,46,f
94806,1515915625526472236,72,f
94808,1515915625526472088,23,m
94810,1515915625526472119,37,f
94811,1515915625526471679,56,m
94813,1515915625526472618,53,m
94814,1515915625526472842,51,m
94816,1515915625526472893,54,m
94817,1515915625526472989,44,m
94818,1515915625526473098,60,m
94819,1515915625526473119,43,m
94820,1515915625526473128,30,m
94821,1515915625526473056,43,m
94822,1515915625526473186,68,f
94823,1515915625526473195,34,f
94824,1515915625526471496,51,f
94826,1515915625526473444,20,m
94827,1515915625526473494,23,f
94831,1515915625526473215,36,m
94832,1515915625526473013,21,m
94833,1515915625526473161,62,f
94835,1515915625526470956,40,f
94840,1515915625526474318,68,m
94841,1515915625526474320,26,m
94844,1515915625526474445,39,m
94849,1515915625526474679,41,m
94851,1515915625526474833,59,m
94856,1515915625526475173,43,m
94860,1515915625526475318,30,f
94861,1515915625516791179,42,m
94862,1515915625526475399,28,m
94864,1515915625526475649,52,m
94870,1515915625519318146,40,m
94872,1515915625526475725,82,m
94875,1515915625526476362,45,f
94879,1515915625526476556,47,f
94880,1515915625526476629,20,m
94881,1515915625526476440,32,f
94882,1515915625526476967,32,f
94883,1515915625526477016,78,f
94884,1515915625526476863,61,f
94885,1515915625526476896,65,m
94886,1515915625526476797,63,f
94891,1515915625526473967,66,m
94897,1515915625526477442,66,m
94898,1515915625526477377,44,f
94900,1515915625526477517,74,m
94901,1515915625526477131,21,m
94902,1515915625526477498,51,m
94903,1515915625526477726,70,m
94905,1515915625526477708,25,m
94906,1515915625526477809,38,m
94907,1515915625526477848,19,m
94909,1515915625526477335,56,m
94910,1515915625526478064,23,f
94911,1515915625526477687,26,m
94912,1515915625526478357,53,m
94914,1515915625526477946,61,f
94916,1515915625526478460,49,m
94918,1515915625526478492,49,m
94920,1515915625526478695,79,m
94921,1515915625526478544,52,f
94927,1515915625526478131,49,f
94928,1515915625526478998,23,m
94930,1515915625526477546,47,m
94935,1515915625526479313,64,m
94936,1515915625526478961,55,m
94937,1515915625526479349,55,m
94938,1515915625526479391,63,f
94939,1515915625526478824,35,m
94940,1515915625526479521,28,f
94942,1515915625526479608,47,m
94944,1515915625464420673,49,m
94945,1515915625526479675,27,f
94946,1515915625526479707,24,f
94947,1515915625526479600,42,f
94951,1515915625526479371,69,m
94953,1515915625526478551,20,f
94956,1515915625526480441,45,m
94957,1515915625526480472,81,f
94959,1515915625526480514,56,f
94961,1515915625526480562,43,f
94962,1515915625526480530,29,f
94963,1515915625526480589,32,f
94965,1515915625526480400,28,m
94967,1515915625526480735,35,m
94968,1515915625526480740,27,m
94970,1515915625526480485,65,m
94971,1515915625526480870,24,m
94972,1515915625526480892,33,m
94973,1515915625526480934,42,m
94978,1515915625526480893,63,f
94980,1515915625526481124,69,m
94982,1515915625526481591,26,m
94984,1515915625526481727,47,m
94985,1515915625526481807,43,m
94986,1515915625526481650,53,m
94988,1515915625526480839,54,f
94990,1515915625526482165,81,m
94991,1515915625526482267,84,f
94994,1515915625526482278,23,m
94995,1515915625526482424,73,f
94996,1515915625526482510,52,f
94997,1515915625516245195,58,f
94998,1515915625526482423,36,m
94999,1515915625526482576,83,m
95000,1515915625526481097,66,m
95001,1515915625526482627,55,m
95002,1515915625526482689,30,f
95006,1515915625526482892,69,f
95007,1515915625526482903,46,f
95008,1515915625526482913,70,f
95010,1515915625526482973,30,m
95011,1515915625526483010,35,m
95014,1515915625526483148,18,f
95015,1515915625526483230,51,f
95016,1515915625526483237,56,m
95018,1515915625526483265,19,m
95023,1515915625526483605,29,m
95024,1515915625526483568,39,f
95027,1515915625526483703,43,m
95029,1515915625526483691,84,m
95033,1515915625526483679,49,m
95034,1515915625526484204,82,m
95041,1515915625526484572,56,m
95043,1515915625526482897,28,f
95044,1515915625526484376,70,m
95046,1515915625526484906,58,f
95051,1515915625526485254,50,m
95054,1515915625526485385,54,f
95055,1515915625526485417,31,m
95056,1515915625526485419,72,m
95058,1515915625526485433,58,m
95059,1515915625526485713,36,f
95060,1515915625526485892,36,m
95062,1515915625526486013,82,m
95063,1515915625526486029,74,m
95065,1515915625526486229,67,m
95066,1515915625526486274,75,f
95067,1515915625526486300,59,m
95068,1515915625526486374,48,m
95070,1515915625526486567,83,m
95071,1515915625526486776,19,f
95072,1515915625526486836,29,f
95076,1515915625526487117,25,f
95077,1515915625526487164,55,f
